course_id,title,domain,topic,level,duration,language,provider,tags,redirect_url,data_source
IGOT-0235,Statistical Estimation Methods – Foundation (Module 1),Statistical Competencies,Statistical Estimation Methods,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Statistical Estimation Methods; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0236,Statistical Estimation Methods – Foundation (Module 2),Statistical Competencies,Statistical Estimation Methods,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Statistical Estimation Methods; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0237,Statistical Estimation Methods – Intermediate (Module 1),Statistical Competencies,Statistical Estimation Methods,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Statistical Estimation Methods; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0238,Statistical Estimation Methods – Intermediate (Module 2),Statistical Competencies,Statistical Estimation Methods,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Statistical Estimation Methods; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0239,Statistical Estimation Methods – Advanced (Module 1),Statistical Competencies,Statistical Estimation Methods,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Statistical Estimation Methods; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0240,Statistical Estimation Methods – Advanced (Module 2),Statistical Competencies,Statistical Estimation Methods,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Statistical Estimation Methods; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Statistical%20Estimation%20Methods,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0241,Administrative Data Integration – Foundation (Module 1),Statistical Competencies,Administrative Data Integration,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Administrative Data Integration; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0242,Administrative Data Integration – Foundation (Module 2),Statistical Competencies,Administrative Data Integration,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Administrative Data Integration; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0243,Administrative Data Integration – Intermediate (Module 1),Statistical Competencies,Administrative Data Integration,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Administrative Data Integration; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0244,Administrative Data Integration – Intermediate (Module 2),Statistical Competencies,Administrative Data Integration,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Administrative Data Integration; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0245,Administrative Data Integration – Advanced (Module 1),Statistical Competencies,Administrative Data Integration,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Administrative Data Integration; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0246,Administrative Data Integration – Advanced (Module 2),Statistical Competencies,Administrative Data Integration,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Administrative Data Integration; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Administrative%20Data%20Integration,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0247,Python for Data Analysis – Foundation (Module 1),Technical Competencies,Python for Data Analysis,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; Python for Data Analysis; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0248,Python for Data Analysis – Foundation (Module 2),Technical Competencies,Python for Data Analysis,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; Python for Data Analysis; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0249,Python for Data Analysis – Intermediate (Module 1),Technical Competencies,Python for Data Analysis,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; Python for Data Analysis; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0250,Python for Data Analysis – Intermediate (Module 2),Technical Competencies,Python for Data Analysis,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; Python for Data Analysis; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0251,Python for Data Analysis – Advanced (Module 1),Technical Competencies,Python for Data Analysis,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; Python for Data Analysis; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0252,Python for Data Analysis – Advanced (Module 2),Technical Competencies,Python for Data Analysis,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; Python for Data Analysis; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Python%20for%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0253,R Programming for Statisticians – Foundation (Module 1),Technical Competencies,R Programming for Statisticians,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; R Programming for Statisticians; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0254,R Programming for Statisticians – Foundation (Module 2),Technical Competencies,R Programming for Statisticians,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; R Programming for Statisticians; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0255,R Programming for Statisticians – Intermediate (Module 1),Technical Competencies,R Programming for Statisticians,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; R Programming for Statisticians; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0256,R Programming for Statisticians – Intermediate (Module 2),Technical Competencies,R Programming for Statisticians,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; R Programming for Statisticians; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0257,R Programming for Statisticians – Advanced (Module 1),Technical Competencies,R Programming for Statisticians,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; R Programming for Statisticians; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0258,R Programming for Statisticians – Advanced (Module 2),Technical Competencies,R Programming for Statisticians,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; R Programming for Statisticians; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=R%20Programming%20for%20Statisticians,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0259,SQL for Data Management – Foundation (Module 1),Technical Competencies,SQL for Data Management,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; SQL for Data Management; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0260,SQL for Data Management – Foundation (Module 2),Technical Competencies,SQL for Data Management,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; SQL for Data Management; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0261,SQL for Data Management – Intermediate (Module 1),Technical Competencies,SQL for Data Management,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; SQL for Data Management; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0262,SQL for Data Management – Intermediate (Module 2),Technical Competencies,SQL for Data Management,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; SQL for Data Management; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0263,SQL for Data Management – Advanced (Module 1),Technical Competencies,SQL for Data Management,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; SQL for Data Management; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0264,SQL for Data Management – Advanced (Module 2),Technical Competencies,SQL for Data Management,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; SQL for Data Management; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SQL%20for%20Data%20Management,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0265,Stata for Survey Data – Foundation (Module 1),Technical Competencies,Stata for Survey Data,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; Stata for Survey Data; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0266,Stata for Survey Data – Foundation (Module 2),Technical Competencies,Stata for Survey Data,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; Stata for Survey Data; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0267,Stata for Survey Data – Intermediate (Module 1),Technical Competencies,Stata for Survey Data,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; Stata for Survey Data; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0268,Stata for Survey Data – Intermediate (Module 2),Technical Competencies,Stata for Survey Data,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; Stata for Survey Data; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0269,Stata for Survey Data – Advanced (Module 1),Technical Competencies,Stata for Survey Data,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; Stata for Survey Data; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0270,Stata for Survey Data – Advanced (Module 2),Technical Competencies,Stata for Survey Data,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; Stata for Survey Data; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Stata%20for%20Survey%20Data,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0271,SPSS Fundamentals – Foundation (Module 1),Technical Competencies,SPSS Fundamentals,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; SPSS Fundamentals; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0272,SPSS Fundamentals – Foundation (Module 2),Technical Competencies,SPSS Fundamentals,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; SPSS Fundamentals; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0273,SPSS Fundamentals – Intermediate (Module 1),Technical Competencies,SPSS Fundamentals,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; SPSS Fundamentals; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0274,SPSS Fundamentals – Intermediate (Module 2),Technical Competencies,SPSS Fundamentals,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; SPSS Fundamentals; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0275,SPSS Fundamentals – Advanced (Module 1),Technical Competencies,SPSS Fundamentals,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; SPSS Fundamentals; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0276,SPSS Fundamentals – Advanced (Module 2),Technical Competencies,SPSS Fundamentals,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; SPSS Fundamentals; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SPSS%20Fundamentals,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0277,SAS Programming – Foundation (Module 1),Technical Competencies,SAS Programming,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; SAS Programming; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0278,SAS Programming – Foundation (Module 2),Technical Competencies,SAS Programming,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; SAS Programming; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0279,SAS Programming – Intermediate (Module 1),Technical Competencies,SAS Programming,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; SAS Programming; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0280,SAS Programming – Intermediate (Module 2),Technical Competencies,SAS Programming,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; SAS Programming; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0281,SAS Programming – Advanced (Module 1),Technical Competencies,SAS Programming,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; SAS Programming; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0282,SAS Programming – Advanced (Module 2),Technical Competencies,SAS Programming,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; SAS Programming; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SAS%20Programming,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0283,GIS & Spatial Data Analysis – Foundation (Module 1),Technical Competencies,GIS & Spatial Data Analysis,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; GIS & Spatial Data Analysis; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0284,GIS & Spatial Data Analysis – Foundation (Module 2),Technical Competencies,GIS & Spatial Data Analysis,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; GIS & Spatial Data Analysis; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0285,GIS & Spatial Data Analysis – Intermediate (Module 1),Technical Competencies,GIS & Spatial Data Analysis,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; GIS & Spatial Data Analysis; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0286,GIS & Spatial Data Analysis – Intermediate (Module 2),Technical Competencies,GIS & Spatial Data Analysis,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; GIS & Spatial Data Analysis; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0287,GIS & Spatial Data Analysis – Advanced (Module 1),Technical Competencies,GIS & Spatial Data Analysis,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; GIS & Spatial Data Analysis; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0288,GIS & Spatial Data Analysis – Advanced (Module 2),Technical Competencies,GIS & Spatial Data Analysis,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; GIS & Spatial Data Analysis; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=GIS%20%26%20Spatial%20Data%20Analysis,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0289,Data Visualization with Dashboards – Foundation (Module 1),Technical Competencies,Data Visualization with Dashboards,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; Data Visualization with Dashboards; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0290,Data Visualization with Dashboards – Foundation (Module 2),Technical Competencies,Data Visualization with Dashboards,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; Data Visualization with Dashboards; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0291,Data Visualization with Dashboards – Intermediate (Module 1),Technical Competencies,Data Visualization with Dashboards,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; Data Visualization with Dashboards; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0292,Data Visualization with Dashboards – Intermediate (Module 2),Technical Competencies,Data Visualization with Dashboards,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; Data Visualization with Dashboards; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0293,Data Visualization with Dashboards – Advanced (Module 1),Technical Competencies,Data Visualization with Dashboards,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; Data Visualization with Dashboards; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0294,Data Visualization with Dashboards – Advanced (Module 2),Technical Competencies,Data Visualization with Dashboards,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; Data Visualization with Dashboards; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Visualization%20with%20Dashboards,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0295,AI/ML Foundations – Foundation (Module 1),Technical Competencies,AI/ML Foundations,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; AI/ML Foundations; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0296,AI/ML Foundations – Foundation (Module 2),Technical Competencies,AI/ML Foundations,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; AI/ML Foundations; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0297,AI/ML Foundations – Intermediate (Module 1),Technical Competencies,AI/ML Foundations,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; AI/ML Foundations; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0298,AI/ML Foundations – Intermediate (Module 2),Technical Competencies,AI/ML Foundations,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; AI/ML Foundations; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0299,AI/ML Foundations – Advanced (Module 1),Technical Competencies,AI/ML Foundations,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; AI/ML Foundations; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0300,AI/ML Foundations – Advanced (Module 2),Technical Competencies,AI/ML Foundations,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; AI/ML Foundations; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=AI/ML%20Foundations,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0301,Cloud Computing Essentials – Foundation (Module 1),Technical Competencies,Cloud Computing Essentials,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; Cloud Computing Essentials; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0302,Cloud Computing Essentials – Foundation (Module 2),Technical Competencies,Cloud Computing Essentials,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; Cloud Computing Essentials; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0303,Cloud Computing Essentials – Intermediate (Module 1),Technical Competencies,Cloud Computing Essentials,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; Cloud Computing Essentials; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0304,Cloud Computing Essentials – Intermediate (Module 2),Technical Competencies,Cloud Computing Essentials,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; Cloud Computing Essentials; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0305,Cloud Computing Essentials – Advanced (Module 1),Technical Competencies,Cloud Computing Essentials,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; Cloud Computing Essentials; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0306,Cloud Computing Essentials – Advanced (Module 2),Technical Competencies,Cloud Computing Essentials,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Technical Competencies; Cloud Computing Essentials; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Cloud%20Computing%20Essentials,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0307,API Integration & Development – Foundation (Module 1),Technical Competencies,API Integration & Development,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Technical Competencies; API Integration & Development; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=API%20Integration%20%26%20Development,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0308,API Integration & Development – Foundation (Module 2),Technical Competencies,API Integration & Development,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Technical Competencies; API Integration & Development; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=API%20Integration%20%26%20Development,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0309,API Integration & Development – Intermediate (Module 1),Technical Competencies,API Integration & Development,Intermediate,8 hrs,English,National Informatics Centre (NIC),Technical Competencies; API Integration & Development; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=API%20Integration%20%26%20Development,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0310,API Integration & Development – Intermediate (Module 2),Technical Competencies,API Integration & Development,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Technical Competencies; API Integration & Development; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=API%20Integration%20%26%20Development,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0311,API Integration & Development – Advanced (Module 1),Technical Competencies,API Integration & Development,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Technical Competencies; API Integration & Development; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=API%20Integration%20%26%20Development,SYNTHETIC_SAMPLE_FOR_DEMO
